"","LD1","LD2","LD3","1","2","3","4"
"HKL5_HKL5",-1.5658443033803,-0.870926103341666,-4.8436285109529,0,1,0,0
"HKN8_HKN8",-0.165071038737611,-1.9578046220374,-2.86533862294604,0,1,0,0
"HKS1_HKS1",-1.66945880725597,-2.64479151116058,-4.76699899236177,0,1,0,0
"HKS2_HKS2",-0.101821307753553,-2.23391113482036,-5.35153732324854,0,1,0,0
"HKS3_HKS3",-2.05570926910896,-1.89747052017491,-5.394634601611,0,1,0,0
"HKY1_HKY1",-0.169076666003548,-1.14885945716172,-1.16746266490064,0,0.992,0.008,0
"HKY3_HKY3",-1.2638299983321,-1.17660344783269,-4.05124777435847,0,1,0,0
"JAMA04_JAMA04",2.88192241076725,-1.16302596510474,1.40149546181861,0,0,1,0
"JAMA05_JAMA05",3.53281139010621,-0.198412651963223,-0.303566067781112,0,0,1,0
"JAMA11_JAMA11",2.72022598830879,-1.3093559875995,-0.0907342760800499,0,0,1,0
"JAMA25_JAMA25",3.323548595176,0.871560744606956,-0.50994595683047,0,0,1,0
"M1-RN-002_M1-RN-002",-7.81934639825112,-2.87011831153816,2.70946881303001,0,0,0,1
"M1-RN-010_M1-RN-010",-7.05649925029291,-3.46820295602316,1.84843640363283,0,0,0,1
"M1-RN-014_M1-RN-014",-6.72551512280699,-3.13674585871539,1.69434072430239,0,0,0,1
"M1-RN-015_M1-RN-015",-7.66330616145625,-3.62784940471802,1.03706474041926,0,0,0,1
"M1-RN-018_M1-RN-018",-7.31028587202732,-2.14726229241462,2.81435301011461,0,0,0,1
"M1-RN-024_M1-RN-024",-7.41460444982216,-2.87934615872191,2.09392038283229,0,0,0,1
"M1-RN-029_M1-RN-029",-5.53827976397448,-2.00376099791378,2.24817653894014,0,0,0,1
"M1-RN-033_M1-RN-033",-6.5636017386206,-1.62029347739873,2.11994325622172,0,0,0,1
"M1-RN-034_M1-RN-034",-7.78421751201031,-3.56889342685343,3.66853698405916,0,0,0,1
"M1-RN-036_M1-RN-036",-8.00316980900618,-2.90142686569236,2.55344799890517,0,0,0,1
"M1-RN-051_M1-RN-051",-7.8450778973016,-2.96660677198833,2.24540114903578,0,0,0,1
"M1-RN-054_M1-RN-054",-6.68700610779392,-1.82596882829017,2.04166416653468,0,0,0,1
"M1-RN-056_M1-RN-056",-7.14645544064798,-0.13980868330407,2.89389521992037,0,0,0,1
"M1-RN-059_M1-RN-059",-7.21049641244488,-3.75876974398456,3.12404455931194,0,0,0,1
