FM	mD	FMi	#SNPs pre-thin	#SNPs post-thin	#indv
0.65 	2 	0.30	48,767		25,931 		369
0.65 	2 	0.35	48,767		26,758		413
0.65 	3 	0.30	23,427		12,594		343
0.65 	3 	0.35	23,427		12,966		379
0.70 	2 	0.30	23,118		13,323		403
0.70 	2 	0.35	23,118		13,550		432
0.70 	3 	0.30	6,502		3,947		386
0.70 	3 	0.35	6,502		4,002		411
0.75 	2 	0.30	6,278		3,951		436
0.75 	2 	0.35	6,278		3,989		448
